MUNICIPIO REPORTE,Fecha,Casos_Dengue,Lluvia_mm,Poblacion
PUERTO RICO,2023-10-01,5,161.0,33447
PUERTO RICO,2023-11-01,7,170.6,33447
PUERTO RICO,2023-12-01,19,144.5,33447
SAN JOSE DEL FRAGUA,2018-01-01,0,176.0,15029
SAN JOSE DEL FRAGUA,2018-02-01,0,26.0,15029
SAN JOSE DEL FRAGUA,2018-03-01,0,402.0,15029
SAN JOSE DEL FRAGUA,2018-04-01,0,590.0,15029
SAN JOSE DEL FRAGUA,2018-05-01,0,469.0,15029
SAN JOSE DEL FRAGUA,2018-06-01,0,486.0,15029
SAN JOSE DEL FRAGUA,2018-07-01,1,258.0,15029
SAN JOSE DEL FRAGUA,2018-08-01,0,238.0,15029
SAN JOSE DEL FRAGUA,2018-09-01,0,179.0,15029
SAN JOSE DEL FRAGUA,2018-10-01,1,393.0,15029
SAN JOSE DEL FRAGUA,2018-11-01,0,496.0,15029
SAN JOSE DEL FRAGUA,2018-12-01,0,128.0,15029
SAN JOSE DEL FRAGUA,2019-01-01,0,360.0,15029
SAN JOSE DEL FRAGUA,2019-02-01,2,141.0,15029
SAN JOSE DEL FRAGUA,2019-03-01,2,466.0,15029
SAN JOSE DEL FRAGUA,2019-04-01,2,377.0,15029
SAN JOSE DEL FRAGUA,2019-05-01,4,527.0,15029
SAN JOSE DEL FRAGUA,2019-06-01,3,393.0,15029
SAN JOSE DEL FRAGUA,2019-07-01,2,461.0,15029
SAN JOSE DEL FRAGUA,2019-08-01,1,197.0,15029
SAN JOSE DEL FRAGUA,2019-09-01,0,307.0,15029
SAN JOSE DEL FRAGUA,2019-10-01,7,271.0,15029
SAN JOSE DEL FRAGUA,2019-11-01,8,248.0,15029
SAN JOSE DEL FRAGUA,2019-12-01,9,292.0,15029
SAN JOSE DEL FRAGUA,2020-01-01,12,110.0,15029
SAN JOSE DEL FRAGUA,2020-02-01,19,207.0,15029
SAN JOSE DEL FRAGUA,2020-03-01,15,252.0,15029
SAN JOSE DEL FRAGUA,2020-04-01,3,324.0,15029
SAN JOSE DEL FRAGUA,2020-05-01,6,413.0,15029
SAN JOSE DEL FRAGUA,2020-06-01,1,319.0,15029
SAN JOSE DEL FRAGUA,2020-07-01,0,316.0,15029
SAN JOSE DEL FRAGUA,2020-08-01,1,178.0,15029
SAN JOSE DEL FRAGUA,2020-09-01,0,177.0,15029
SAN JOSE DEL FRAGUA,2020-10-01,1,234.0,15029
SAN JOSE DEL FRAGUA,2020-11-01,0,160.0,15029
SAN JOSE DEL FRAGUA,2020-12-01,1,288.0,15029
SAN JOSE DEL FRAGUA,2021-01-01,0,220.0,15029
SAN JOSE DEL FRAGUA,2021-02-01,0,201.0,15029
SAN JOSE DEL FRAGUA,2021-03-01,3,273.0,15029
SAN JOSE DEL FRAGUA,2021-04-01,3,353.0,15029
SAN JOSE DEL FRAGUA,2021-05-01,8,299.0,15029
SAN JOSE DEL FRAGUA,2021-06-01,2,259.0,15029
SAN JOSE DEL FRAGUA,2021-07-01,1,437.0,15029
SAN JOSE DEL FRAGUA,2021-08-01,0,151.0,15029
SAN JOSE DEL FRAGUA,2021-09-01,0,199.0,15029
SAN JOSE DEL FRAGUA,2021-10-01,0,268.0,15029
SAN JOSE DEL FRAGUA,2021-11-01,1,206.0,15029
SAN JOSE DEL FRAGUA,2021-12-01,1,142.0,15029
SAN JOSE DEL FRAGUA,2022-01-01,0,109.0,15029
SAN JOSE DEL FRAGUA,2022-02-01,1,186.0,15029
SAN JOSE DEL FRAGUA,2022-03-01,3,265.0,15029
SAN JOSE DEL FRAGUA,2022-04-01,7,262.0,15029
SAN JOSE DEL FRAGUA,2022-05-01,2,400.0,15029
SAN JOSE DEL FRAGUA,2022-06-01,4,187.0,15029
SAN JOSE DEL FRAGUA,2022-07-01,1,264.0,15029
SAN JOSE DEL FRAGUA,2022-08-01,1,194.0,15029
SAN JOSE DEL FRAGUA,2022-09-01,2,167.0,15029
SAN JOSE DEL FRAGUA,2022-10-01,2,304.0,15029
SAN JOSE DEL FRAGUA,2022-11-01,4,176.0,15029
SAN JOSE DEL FRAGUA,2022-12-01,2,133.0,15029
SAN JOSE DEL FRAGUA,2023-01-01,4,280.0,15029
SAN JOSE DEL FRAGUA,2023-02-01,6,146.0,15029
SAN JOSE DEL FRAGUA,2023-03-01,8,402.0,15029
SAN JOSE DEL FRAGUA,2023-04-01,10,271.0,15029
SAN JOSE DEL FRAGUA,2023-05-01,3,314.0,15029
SAN JOSE DEL FRAGUA,2023-06-01,5,289.0,15029
SAN JOSE DEL FRAGUA,2023-07-01,4,199.0,15029
SAN JOSE DEL FRAGUA,2023-08-01,0,290.0,15029
SAN JOSE DEL FRAGUA,2023-09-01,5,229.0,15029
SAN JOSE DEL FRAGUA,2023-10-01,3,214.0,15029
SAN JOSE DEL FRAGUA,2023-11-01,11,407.0,15029
SAN JOSE DEL FRAGUA,2023-12-01,3,295.0,15029
MORELIA,2018-01-01,0,233.71428571428572,3836
MORELIA,2018-02-01,0,72.45714285714287,3836
MORELIA,2018-03-01,0,313.2,3836
MORELIA,2018-04-01,0,617.7,3836
MORELIA,2018-05-01,0,367.7,3836
MORELIA,2018-06-01,0,341.7,3836
MORELIA,2018-07-01,1,315.7,3836
MORELIA,2018-08-01,0,289.7,3836
MORELIA,2018-09-01,0,248.2,3836
MORELIA,2018-10-01,0,352.7,3836
MORELIA,2018-11-01,0,127.1,3836
MORELIA,2018-12-01,0,143.06666666666666,3836
MORELIA,2019-01-01,0,159.03333333333333,3836
MORELIA,2019-02-01,0,175.0,3836
MORELIA,2019-03-01,1,305.6,3836
MORELIA,2019-04-01,0,304.8,3836
MORELIA,2019-05-01,0,368.2,3836
MORELIA,2019-06-01,0,513.1,3836
MORELIA,2019-07-01,0,434.925,3836
MORELIA,2019-08-01,0,356.75,3836
MORELIA,2019-09-01,0,278.575,3836
MORELIA,2019-10-01,0,200.4,3836
MORELIA,2019-11-01,0,210.2,3836
MORELIA,2019-12-01,0,294.4,3836
MORELIA,2020-01-01,1,53.7,3836
MORELIA,2020-02-01,2,196.7,3836
MORELIA,2020-03-01,1,285.3,3836
MORELIA,2020-04-01,2,328.6,3836
MORELIA,2020-05-01,0,561.8,3836
MORELIA,2020-06-01,0,270.0,3836
MORELIA,2020-07-01,0,379.2,3836
MORELIA,2020-08-01,0,102.2,3836
MORELIA,2020-09-01,0,186.8,3836
MORELIA,2020-10-01,0,227.2,3836
MORELIA,2020-11-01,0,243.3,3836
MORELIA,2020-12-01,1,109.3,3836
MORELIA,2021-01-01,0,134.1,3836
MORELIA,2021-02-01,0,105.7,3836
MORELIA,2021-03-01,0,264.9,3836
MORELIA,2021-04-01,0,484.5,3836
MORELIA,2021-05-01,0,584.2,3836
MORELIA,2021-06-01,0,523.3,3836
MORELIA,2021-07-01,0,710.3,3836
MORELIA,2021-08-01,0,200.7,3836
MORELIA,2021-09-01,0,204.4,3836
MORELIA,2021-10-01,0,229.8,3836
MORELIA,2021-11-01,0,190.1,3836
MORELIA,2021-12-01,0,93.0,3836
MORELIA,2022-01-01,0,93.7,3836
MORELIA,2022-02-01,0,139.9,3836
MORELIA,2022-03-01,0,337.2,3836
MORELIA,2022-04-01,0,562.8,3836
MORELIA,2022-05-01,0,568.8,3836
MORELIA,2022-06-01,0,510.3,3836
MORELIA,2022-07-01,0,395.2,3836
MORELIA,2022-08-01,1,324.1,3836
MORELIA,2022-09-01,0,279.9,3836
MORELIA,2022-10-01,0,323.3,3836
MORELIA,2022-11-01,1,181.6,3836
MORELIA,2022-12-01,0,99.1,3836
MORELIA,2023-01-01,2,214.7,3836
MORELIA,2023-02-01,0,148.1,3836
MORELIA,2023-03-01,1,384.8,3836
MORELIA,2023-04-01,3,553.3,3836
MORELIA,2023-05-01,0,536.1,3836
MORELIA,2023-06-01,0,557.3,3836
MORELIA,2023-07-01,0,464.4,3836
MORELIA,2023-08-01,0,116.4,3836
MORELIA,2023-09-01,0,228.8,3836
MORELIA,2023-10-01,0,175.2,3836
MORELIA,2023-11-01,0,305.2,3836
MORELIA,2023-12-01,0,152.7,3836
SOLITA,2018-01-01,0,376.0,9143
SOLITA,2018-02-01,0,318.5,9143
SOLITA,2018-03-01,0,261.0,9143
SOLITA,2018-04-01,0,382.0,9143
SOLITA,2018-05-01,0,439.0,9143
SOLITA,2018-06-01,0,397.0,9143
SOLITA,2018-07-01,1,532.0,9143
SOLITA,2018-08-01,0,380.0,9143
SOLITA,2018-09-01,0,478.0,9143
SOLITA,2018-10-01,0,382.0,9143
SOLITA,2018-11-01,0,317.0,9143
SOLITA,2018-12-01,0,146.0,9143
SOLITA,2019-01-01,0,329.0,9143
SOLITA,2019-02-01,0,459.0,9143
SOLITA,2019-03-01,0,245.0,9143
SOLITA,2019-04-01,0,192.0,9143
SOLITA,2019-05-01,1,368.0,9143
SOLITA,2019-06-01,0,747.0,9143
SOLITA,2019-07-01,2,243.0,9143
SOLITA,2019-08-01,0,122.0,9143
SOLITA,2019-09-01,0,280.0,9143
SOLITA,2019-10-01,0,347.0,9143
SOLITA,2019-11-01,0,292.0,9143
SOLITA,2019-12-01,2,346.0,9143
SOLITA,2020-01-01,0,202.0,9143
SOLITA,2020-02-01,0,184.5,9143
SOLITA,2020-03-01,2,167.0,9143
SOLITA,2020-04-01,2,458.0,9143
SOLITA,2020-05-01,2,547.0,9143
SOLITA,2020-06-01,1,248.0,9143
SOLITA,2020-07-01,0,647.0,9143
SOLITA,2020-08-01,0,547.0,9143
SOLITA,2020-09-01,0,590.0,9143
SOLITA,2020-10-01,0,544.0,9143
SOLITA,2020-11-01,1,571.0,9143
SOLITA,2020-12-01,0,274.0,9143
SOLITA,2021-01-01,0,146.0,9143
SOLITA,2021-02-01,0,73.0,9143
SOLITA,2021-03-01,0,285.0,9143
SOLITA,2021-04-01,0,487.0,9143
SOLITA,2021-05-01,0,391.0,9143
SOLITA,2021-06-01,0,366.0,9143
SOLITA,2021-07-01,0,330.5,9143
SOLITA,2021-08-01,0,295.0,9143
SOLITA,2021-09-01,0,243.0,9143
SOLITA,2021-10-01,0,470.0,9143
SOLITA,2021-11-01,0,395.0,9143
SOLITA,2021-12-01,0,153.0,9143
SOLITA,2022-01-01,0,436.0,9143
SOLITA,2022-02-01,0,488.0,9143
SOLITA,2022-03-01,9,443.0,9143
SOLITA,2022-04-01,7,410.0,9143
SOLITA,2022-05-01,9,503.0,9143
SOLITA,2022-06-01,0,430.3333333333333,9143
SOLITA,2022-07-01,7,357.66666666666663,9143
SOLITA,2022-08-01,3,285.0,9143
SOLITA,2022-09-01,1,250.0,9143
SOLITA,2022-10-01,2,74.0,9143
SOLITA,2022-11-01,1,112.0,9143
SOLITA,2022-12-01,2,160.0,9143
SOLITA,2023-01-01,4,260.0,9143
SOLITA,2023-02-01,3,304.0,9143
SOLITA,2023-03-01,3,229.0,9143
SOLITA,2023-04-01,4,484.0,9143
SOLITA,2023-05-01,3,631.0,9143
SOLITA,2023-06-01,1,334.0,9143
SOLITA,2023-07-01,0,498.0,9143
SOLITA,2023-08-01,0,337.0,9143
SOLITA,2023-09-01,1,263.0,9143
SOLITA,2023-10-01,0,297.0,9143
SOLITA,2023-11-01,2,271.0,9143
SOLITA,2023-12-01,0,527.0,9143
BELEN DE LOS ANDAQUIES,2018-01-01,0,176.0,11601
BELEN DE LOS ANDAQUIES,2018-02-01,0,26.0,11601
BELEN DE LOS ANDAQUIES,2018-03-01,0,402.0,11601
BELEN DE LOS ANDAQUIES,2018-04-01,0,590.0,11601
BELEN DE LOS ANDAQUIES,2018-05-01,0,469.0,11601
BELEN DE LOS ANDAQUIES,2018-06-01,0,486.0,11601
BELEN DE LOS ANDAQUIES,2018-07-01,0,258.0,11601
BELEN DE LOS ANDAQUIES,2018-08-01,0,238.0,11601
BELEN DE LOS ANDAQUIES,2018-09-01,0,179.0,11601
BELEN DE LOS ANDAQUIES,2018-10-01,0,393.0,11601
BELEN DE LOS ANDAQUIES,2018-11-01,2,496.0,11601
BELEN DE LOS ANDAQUIES,2018-12-01,0,128.0,11601
BELEN DE LOS ANDAQUIES,2019-01-01,2,360.0,11601
BELEN DE LOS ANDAQUIES,2019-02-01,1,141.0,11601
BELEN DE LOS ANDAQUIES,2019-03-01,1,466.0,11601
BELEN DE LOS ANDAQUIES,2019-04-01,0,377.0,11601
BELEN DE LOS ANDAQUIES,2019-05-01,11,527.0,11601
BELEN DE LOS ANDAQUIES,2019-06-01,2,393.0,11601
BELEN DE LOS ANDAQUIES,2019-07-01,1,461.0,11601
BELEN DE LOS ANDAQUIES,2019-08-01,4,197.0,11601
BELEN DE LOS ANDAQUIES,2019-09-01,3,307.0,11601
BELEN DE LOS ANDAQUIES,2019-10-01,4,271.0,11601
BELEN DE LOS ANDAQUIES,2019-11-01,1,248.0,11601
BELEN DE LOS ANDAQUIES,2019-12-01,7,292.0,11601
BELEN DE LOS ANDAQUIES,2020-01-01,7,110.0,11601
BELEN DE LOS ANDAQUIES,2020-02-01,5,207.0,11601
BELEN DE LOS ANDAQUIES,2020-03-01,12,252.0,11601
BELEN DE LOS ANDAQUIES,2020-04-01,2,324.0,11601
BELEN DE LOS ANDAQUIES,2020-05-01,4,413.0,11601
BELEN DE LOS ANDAQUIES,2020-06-01,2,319.0,11601
BELEN DE LOS ANDAQUIES,2020-07-01,1,316.0,11601
BELEN DE LOS ANDAQUIES,2020-08-01,0,178.0,11601
BELEN DE LOS ANDAQUIES,2020-09-01,0,177.0,11601
BELEN DE LOS ANDAQUIES,2020-10-01,0,234.0,11601
BELEN DE LOS ANDAQUIES,2020-11-01,1,160.0,11601
BELEN DE LOS ANDAQUIES,2020-12-01,0,288.0,11601
BELEN DE LOS ANDAQUIES,2021-01-01,1,220.0,11601
BELEN DE LOS ANDAQUIES,2021-02-01,0,201.0,11601
BELEN DE LOS ANDAQUIES,2021-03-01,0,273.0,11601
BELEN DE LOS ANDAQUIES,2021-04-01,0,353.0,11601
BELEN DE LOS ANDAQUIES,2021-05-01,0,299.0,11601
BELEN DE LOS ANDAQUIES,2021-06-01,0,259.0,11601
BELEN DE LOS ANDAQUIES,2021-07-01,0,437.0,11601
BELEN DE LOS ANDAQUIES,2021-08-01,0,151.0,11601
BELEN DE LOS ANDAQUIES,2021-09-01,0,199.0,11601
BELEN DE LOS ANDAQUIES,2021-10-01,0,268.0,11601
BELEN DE LOS ANDAQUIES,2021-11-01,0,206.0,11601
BELEN DE LOS ANDAQUIES,2021-12-01,0,142.0,11601
BELEN DE LOS ANDAQUIES,2022-01-01,0,109.0,11601
BELEN DE LOS ANDAQUIES,2022-02-01,0,186.0,11601
BELEN DE LOS ANDAQUIES,2022-03-01,1,265.0,11601
BELEN DE LOS ANDAQUIES,2022-04-01,4,262.0,11601
BELEN DE LOS ANDAQUIES,2022-05-01,0,400.0,11601
BELEN DE LOS ANDAQUIES,2022-06-01,0,187.0,11601
BELEN DE LOS ANDAQUIES,2022-07-01,0,264.0,11601
BELEN DE LOS ANDAQUIES,2022-08-01,0,194.0,11601
BELEN DE LOS ANDAQUIES,2022-09-01,0,167.0,11601
BELEN DE LOS ANDAQUIES,2022-10-01,1,304.0,11601
BELEN DE LOS ANDAQUIES,2022-11-01,1,176.0,11601
BELEN DE LOS ANDAQUIES,2022-12-01,1,133.0,11601
BELEN DE LOS ANDAQUIES,2023-01-01,2,280.0,11601
BELEN DE LOS ANDAQUIES,2023-02-01,7,146.0,11601
BELEN DE LOS ANDAQUIES,2023-03-01,13,402.0,11601
BELEN DE LOS ANDAQUIES,2023-04-01,9,271.0,11601
BELEN DE LOS ANDAQUIES,2023-05-01,10,314.0,11601
BELEN DE LOS ANDAQUIES,2023-06-01,5,289.0,11601
BELEN DE LOS ANDAQUIES,2023-07-01,1,199.0,11601
BELEN DE LOS ANDAQUIES,2023-08-01,0,290.0,11601
BELEN DE LOS ANDAQUIES,2023-09-01,3,229.0,11601
BELEN DE LOS ANDAQUIES,2023-10-01,0,214.0,11601
BELEN DE LOS ANDAQUIES,2023-11-01,1,407.0,11601
BELEN DE LOS ANDAQUIES,2023-12-01,3,295.0,11601
LA MONTANITA,2018-01-01,0,186.0,23789
LA MONTANITA,2018-02-01,0,32.0,23789
LA MONTANITA,2018-03-01,0,443.0,23789
LA MONTANITA,2018-04-01,0,457.0,23789
LA MONTANITA,2018-05-01,0,409.0,23789
LA MONTANITA,2018-06-01,0,520.0,23789
LA MONTANITA,2018-07-01,0,232.0,23789
LA MONTANITA,2018-08-01,0,264.0,23789
LA MONTANITA,2018-09-01,0,160.0,23789
LA MONTANITA,2018-10-01,0,517.0,23789
LA MONTANITA,2018-11-01,0,179.0,23789
LA MONTANITA,2018-12-01,0,79.0,23789
LA MONTANITA,2019-01-01,1,236.0,23789
LA MONTANITA,2019-02-01,0,176.0,23789
LA MONTANITA,2019-03-01,0,632.0,23789
LA MONTANITA,2019-04-01,1,354.0,23789
LA MONTANITA,2019-05-01,0,421.0,23789
LA MONTANITA,2019-06-01,1,671.0,23789
LA MONTANITA,2019-07-01,2,509.0,23789
LA MONTANITA,2019-08-01,1,224.0,23789
LA MONTANITA,2019-09-01,3,195.0,23789
LA MONTANITA,2019-10-01,2,239.0,23789
LA MONTANITA,2019-11-01,4,480.0,23789
LA MONTANITA,2019-12-01,5,394.0,23789
LA MONTANITA,2020-01-01,7,5.0,23789
LA MONTANITA,2020-02-01,9,183.0,23789
LA MONTANITA,2020-03-01,4,347.0,23789
LA MONTANITA,2020-04-01,1,361.0,23789
LA MONTANITA,2020-05-01,2,812.0,23789
LA MONTANITA,2020-06-01,1,313.0,23789
LA MONTANITA,2020-07-01,0,292.0,23789
LA MONTANITA,2020-08-01,0,240.0,23789
LA MONTANITA,2020-09-01,0,296.0,23789
LA MONTANITA,2020-10-01,0,390.0,23789
LA MONTANITA,2020-11-01,0,305.0,23789
LA MONTANITA,2020-12-01,0,293.0,23789
LA MONTANITA,2021-01-01,0,178.0,23789
LA MONTANITA,2021-02-01,0,257.0,23789
LA MONTANITA,2021-03-01,1,331.0,23789
LA MONTANITA,2021-04-01,0,640.0,23789
LA MONTANITA,2021-05-01,0,778.0,23789
LA MONTANITA,2021-06-01,0,711.0,23789
LA MONTANITA,2021-07-01,0,757.0,23789
LA MONTANITA,2021-08-01,0,386.0,23789
LA MONTANITA,2021-09-01,0,415.0,23789
LA MONTANITA,2021-10-01,0,290.0,23789
LA MONTANITA,2021-11-01,0,182.0,23789
LA MONTANITA,2021-12-01,1,97.0,23789
LA MONTANITA,2022-01-01,0,183.0,23789
LA MONTANITA,2022-02-01,2,300.0,23789
LA MONTANITA,2022-03-01,5,441.0,23789
LA MONTANITA,2022-04-01,3,668.0,23789
LA MONTANITA,2022-05-01,3,712.0,23789
LA MONTANITA,2022-06-01,5,479.0,23789
LA MONTANITA,2022-07-01,3,464.0,23789
LA MONTANITA,2022-08-01,0,442.0,23789
LA MONTANITA,2022-09-01,1,206.0,23789
LA MONTANITA,2022-10-01,4,276.0,23789
LA MONTANITA,2022-11-01,0,171.0,23789
LA MONTANITA,2022-12-01,2,67.0,23789
LA MONTANITA,2023-01-01,3,277.0,23789
LA MONTANITA,2023-02-01,1,366.0,23789
LA MONTANITA,2023-03-01,7,382.0,23789
LA MONTANITA,2023-04-01,2,560.0,23789
LA MONTANITA,2023-05-01,6,573.0,23789
LA MONTANITA,2023-06-01,3,590.0,23789
LA MONTANITA,2023-07-01,2,336.0,23789
LA MONTANITA,2023-08-01,0,187.0,23789
LA MONTANITA,2023-09-01,0,247.0,23789
LA MONTANITA,2023-10-01,0,79.0,23789
LA MONTANITA,2023-11-01,2,193.0,23789
LA MONTANITA,2023-12-01,1,449.0,23789
EL DONCELLO,2018-01-01,0,140.7,22183
EL DONCELLO,2018-02-01,0,15.6,22183
EL DONCELLO,2018-03-01,0,211.5,22183
EL DONCELLO,2018-04-01,0,549.5,22183
EL DONCELLO,2018-05-01,0,404.0,22183
EL DONCELLO,2018-06-01,0,448.8,22183
EL DONCELLO,2018-07-01,0,216.6,22183
EL DONCELLO,2018-08-01,0,259.4,22183
EL DONCELLO,2018-09-01,0,123.0,22183
EL DONCELLO,2018-10-01,0,294.8,22183
EL DONCELLO,2018-11-01,0,123.8,22183
EL DONCELLO,2018-12-01,0,72.0,22183
EL DONCELLO,2019-01-01,1,133.5,22183
EL DONCELLO,2019-02-01,1,75.4,22183
EL DONCELLO,2019-03-01,1,507.6,22183
EL DONCELLO,2019-04-01,1,385.6,22183
EL DONCELLO,2019-05-01,1,355.8,22183
EL DONCELLO,2019-06-01,0,326.0,22183
EL DONCELLO,2019-07-01,4,296.2,22183
EL DONCELLO,2019-08-01,2,162.4,22183
EL DONCELLO,2019-09-01,5,285.0,22183
EL DONCELLO,2019-10-01,1,410.6,22183
EL DONCELLO,2019-11-01,6,286.4,22183
EL DONCELLO,2019-12-01,8,244.9,22183
EL DONCELLO,2020-01-01,30,50.3,22183
EL DONCELLO,2020-02-01,41,238.2,22183
EL DONCELLO,2020-03-01,18,158.5,22183
EL DONCELLO,2020-04-01,2,207.0,22183
EL DONCELLO,2020-05-01,0,464.0,22183
EL DONCELLO,2020-06-01,1,310.9,22183
EL DONCELLO,2020-07-01,1,319.1,22183
EL DONCELLO,2020-08-01,0,163.4,22183
EL DONCELLO,2020-09-01,0,105.9,22183
EL DONCELLO,2020-10-01,0,280.1,22183
EL DONCELLO,2020-11-01,0,323.7,22183
EL DONCELLO,2020-12-01,1,77.9,22183
EL DONCELLO,2021-01-01,0,135.8,22183
EL DONCELLO,2021-02-01,1,176.0,22183
EL DONCELLO,2021-03-01,1,281.2,22183
EL DONCELLO,2021-04-01,0,363.5,22183
EL DONCELLO,2021-05-01,0,526.4,22183
EL DONCELLO,2021-06-01,1,437.9,22183
EL DONCELLO,2021-07-01,0,413.2,22183
EL DONCELLO,2021-08-01,0,266.8,22183
EL DONCELLO,2021-09-01,0,260.0,22183
EL DONCELLO,2021-10-01,0,276.0,22183
EL DONCELLO,2021-11-01,0,135.9,22183
EL DONCELLO,2021-12-01,1,4.1,22183
EL DONCELLO,2022-01-01,0,61.5,22183
EL DONCELLO,2022-02-01,0,213.8,22183
EL DONCELLO,2022-03-01,2,357.7,22183
EL DONCELLO,2022-04-01,5,330.2,22183
EL DONCELLO,2022-05-01,2,436.3,22183
EL DONCELLO,2022-06-01,4,489.2,22183
EL DONCELLO,2022-07-01,5,246.2,22183
EL DONCELLO,2022-08-01,0,345.7,22183
EL DONCELLO,2022-09-01,0,333.2,22183
EL DONCELLO,2022-10-01,2,188.4,22183
EL DONCELLO,2022-11-01,1,145.8,22183
EL DONCELLO,2022-12-01,0,27.9,22183
EL DONCELLO,2023-01-01,1,102.6,22183
EL DONCELLO,2023-02-01,2,220.9,22183
EL DONCELLO,2023-03-01,4,195.7,22183
EL DONCELLO,2023-04-01,6,353.4,22183
EL DONCELLO,2023-05-01,5,329.0,22183
EL DONCELLO,2023-06-01,5,384.8,22183
EL DONCELLO,2023-07-01,12,318.9,22183
EL DONCELLO,2023-08-01,6,147.2,22183
EL DONCELLO,2023-09-01,6,234.4,22183
EL DONCELLO,2023-10-01,8,161.0,22183
EL DONCELLO,2023-11-01,1,170.6,22183
EL DONCELLO,2023-12-01,2,144.5,22183
ALBANIA,2018-01-01,0,233.71428571428572,6432
ALBANIA,2018-02-01,0,72.45714285714287,6432
ALBANIA,2018-03-01,0,325.6625,6432
ALBANIA,2018-04-01,0,444.9555555555555,6432
ALBANIA,2018-05-01,0,457.8333333333333,6432
ALBANIA,2018-06-01,0,400.70000000000005,6432
ALBANIA,2018-07-01,0,311.8666666666667,6432
ALBANIA,2018-08-01,0,258.20000000000005,6432
ALBANIA,2018-09-01,0,214.73333333333332,6432
ALBANIA,2018-10-01,0,338.35555555555555,6432
ALBANIA,2018-11-01,0,227.9777777777778,6432
ALBANIA,2018-12-01,0,137.90740740740742,6432
ALBANIA,2019-01-01,0,252.11481481481482,6432
ALBANIA,2019-02-01,0,201.86666666666667,6432
ALBANIA,2019-03-01,0,378.5111111111111,6432
ALBANIA,2019-04-01,2,310.93333333333334,6432
ALBANIA,2019-05-01,2,395.22222222222223,6432
ALBANIA,2019-06-01,1,475.85555555555555,6432
ALBANIA,2019-07-01,5,339.48055555555555,6432
ALBANIA,2019-08-01,5,203.20555555555555,6432
ALBANIA,2019-09-01,6,257.7972222222222,6432
ALBANIA,2019-10-01,6,278.27777777777777,6432
ALBANIA,2019-11-01,7,290.65555555555557,6432
ALBANIA,2019-12-01,18,268.6333333333333,6432
ALBANIA,2020-01-01,24,117.03333333333333,6432
ALBANIA,2020-02-01,13,203.47037037037038,6432
ALBANIA,2020-03-01,11,235.88518518518518,6432
ALBANIA,2020-04-01,10,294.9,6432
ALBANIA,2020-05-01,3,485.70000000000005,6432
ALBANIA,2020-06-01,1,344.77777777777777,6432
ALBANIA,2020-07-01,1,336.2888888888889,6432
ALBANIA,2020-08-01,0,215.3,6432
ALBANIA,2020-09-01,1,251.22222222222223,6432
ALBANIA,2020-10-01,1,282.05555555555554,6432
ALBANIA,2020-11-01,0,320.44444444444446,6432
ALBANIA,2020-12-01,1,203.7111111111111,6432
ALBANIA,2021-01-01,0,169.64444444444445,6432
ALBANIA,2021-02-01,0,158.05555555555554,6432
ALBANIA,2021-03-01,0,317.70000000000005,6432
ALBANIA,2021-04-01,0,414.7555555555556,6432
ALBANIA,2021-05-01,1,554.0333333333333,6432
ALBANIA,2021-06-01,0,400.0888888888889,6432
ALBANIA,2021-07-01,0,429.24920634920636,6432
ALBANIA,2021-08-01,0,228.6761904761905,6432
ALBANIA,2021-09-01,0,263.247619047619,6432
ALBANIA,2021-10-01,0,275.4634920634921,6432
ALBANIA,2021-11-01,0,218.59047619047618,6432
ALBANIA,2021-12-01,0,149.12857142857143,6432
ALBANIA,2022-01-01,0,184.94444444444446,6432
ALBANIA,2022-02-01,0,264.715873015873,6432
ALBANIA,2022-03-01,0,319.7650793650794,6432
ALBANIA,2022-04-01,1,394.147619047619,6432
ALBANIA,2022-05-01,0,425.1634920634921,6432
ALBANIA,2022-06-01,0,356.79417989417993,6432
ALBANIA,2022-07-01,2,325.7804232804233,6432
ALBANIA,2022-08-01,4,288.6333333333333,6432
ALBANIA,2022-09-01,2,258.5444444444445,6432
ALBANIA,2022-10-01,0,249.30555555555554,6432
ALBANIA,2022-11-01,1,174.3777777777778,6432
ALBANIA,2022-12-01,1,98.90555555555555,6432
ALBANIA,2023-01-01,2,192.02222222222224,6432
ALBANIA,2023-02-01,2,196.8111111111111,6432
ALBANIA,2023-03-01,2,316.4222222222222,6432
ALBANIA,2023-04-01,1,363.85925925925926,6432
ALBANIA,2023-05-01,4,410.4962962962963,6432
ALBANIA,2023-06-01,0,381.0,6432
ALBANIA,2023-07-01,0,348.8703703703703,6432
ALBANIA,2023-08-01,0,201.3740740740741,6432
ALBANIA,2023-09-01,1,215.93333333333334,6432
ALBANIA,2023-10-01,0,181.89999999999998,6432
ALBANIA,2023-11-01,0,253.0111111111111,6432
ALBANIA,2023-12-01,1,331.65555555555557,6432
VALPARAISO,2018-01-01,0,233.71428571428572,11687
VALPARAISO,2018-02-01,0,72.45714285714287,11687
VALPARAISO,2018-03-01,0,325.6625,11687
VALPARAISO,2018-04-01,0,444.9555555555555,11687
VALPARAISO,2018-05-01,0,457.8333333333333,11687
VALPARAISO,2018-06-01,0,400.70000000000005,11687
VALPARAISO,2018-07-01,0,311.8666666666667,11687
VALPARAISO,2018-08-01,0,258.20000000000005,11687
VALPARAISO,2018-09-01,0,214.73333333333332,11687
VALPARAISO,2018-10-01,0,338.35555555555555,11687
VALPARAISO,2018-11-01,0,227.9777777777778,11687
VALPARAISO,2018-12-01,0,137.90740740740742,11687
