CodigoEstacion,NombreEstacion,Variable,Parametro,Fecha,Unidad,Valor,NivelAprobacion
46040010,CARTAGENA D CHAIRA [46040010],PRECIPITACION,Precipitacion total mensual,1/03/2021 0:00,mm,409,Preliminar
46040010,CARTAGENA D CHAIRA [46040010],PRECIPITACION,Precipitacion total mensual,1/04/2021 0:00,mm,417,Preliminar
46040010,CARTAGENA D CHAIRA [46040010],PRECIPITACION,Precipitacion total mensual,1/05/2021 0:00,mm,493,Preliminar
46040010,CARTAGENA D CHAIRA [46040010],PRECIPITACION,Precipitacion total mensual,1/06/2021 0:00,mm,288,Preliminar
46040010,CARTAGENA D CHAIRA [46040010],PRECIPITACION,Precipitacion total mensual,1/07/2021 0:00,mm,309,Preliminar
46040010,CARTAGENA D CHAIRA [46040010],PRECIPITACION,Precipitacion total mensual,1/08/2021 0:00,mm,144,Preliminar
46040010,CARTAGENA D CHAIRA [46040010],PRECIPITACION,Precipitacion total mensual,1/09/2021 0:00,mm,175,Preliminar
46040010,CARTAGENA D CHAIRA [46040010],PRECIPITACION,Precipitacion total mensual,1/06/2022 0:00,mm,292,Preliminar
46040010,CARTAGENA D CHAIRA [46040010],PRECIPITACION,Precipitacion total mensual,1/07/2022 0:00,mm,314,Preliminar
46040010,CARTAGENA D CHAIRA [46040010],PRECIPITACION,Precipitacion total mensual,1/08/2022 0:00,mm,186,Preliminar
46040010,CARTAGENA D CHAIRA [46040010],PRECIPITACION,Precipitacion total mensual,1/09/2022 0:00,mm,304,Preliminar
46040010,CARTAGENA D CHAIRA [46040010],PRECIPITACION,Precipitacion total mensual,1/10/2022 0:00,mm,515,Preliminar
46040010,CARTAGENA D CHAIRA [46040010],PRECIPITACION,Precipitacion total mensual,1/11/2022 0:00,mm,256,Preliminar
46040010,CARTAGENA D CHAIRA [46040010],PRECIPITACION,Precipitacion total mensual,1/12/2022 0:00,mm,33,Preliminar
46040010,CARTAGENA D CHAIRA [46040010],PRECIPITACION,Precipitacion total mensual,1/01/2023 0:00,mm,152,Preliminar
46040010,CARTAGENA D CHAIRA [46040010],PRECIPITACION,Precipitacion total mensual,1/02/2023 0:00,mm,130,Preliminar
46040010,CARTAGENA D CHAIRA [46040010],PRECIPITACION,Precipitacion total mensual,1/03/2023 0:00,mm,405,Preliminar
46040010,CARTAGENA D CHAIRA [46040010],PRECIPITACION,Precipitacion total mensual,1/04/2023 0:00,mm,280,Preliminar
46040010,CARTAGENA D CHAIRA [46040010],PRECIPITACION,Precipitacion total mensual,1/05/2023 0:00,mm,539,Preliminar
46040010,CARTAGENA D CHAIRA [46040010],PRECIPITACION,Precipitacion total mensual,1/06/2023 0:00,mm,518,Preliminar
46040010,CARTAGENA D CHAIRA [46040010],PRECIPITACION,Precipitacion total mensual,1/07/2023 0:00,mm,372,Preliminar
46040010,CARTAGENA D CHAIRA [46040010],PRECIPITACION,Precipitacion total mensual,1/08/2023 0:00,mm,214,Preliminar
46040010,CARTAGENA D CHAIRA [46040010],PRECIPITACION,Precipitacion total mensual,1/09/2023 0:00,mm,215,Preliminar
46040010,CARTAGENA D CHAIRA [46040010],PRECIPITACION,Precipitacion total mensual,1/10/2023 0:00,mm,139,Preliminar
46040010,CARTAGENA D CHAIRA [46040010],PRECIPITACION,Precipitacion total mensual,1/11/2023 0:00,mm,134,Preliminar
46040010,CARTAGENA D CHAIRA [46040010],PRECIPITACION,Precipitacion total mensual,1/12/2023 0:00,mm,227,Preliminar
44100010,CORDOBA [44100010],PRECIPITACION,Precipitacion total mensual,1/01/2018 0:00,mm,342,Definitivo
44100010,CORDOBA [44100010],PRECIPITACION,Precipitacion total mensual,1/02/2018 0:00,mm,23,Definitivo
44100010,CORDOBA [44100010],PRECIPITACION,Precipitacion total mensual,1/03/2018 0:00,mm,174,Definitivo
44100010,CORDOBA [44100010],PRECIPITACION,Precipitacion total mensual,1/04/2018 0:00,mm,294,Definitivo
44100010,CORDOBA [44100010],PRECIPITACION,Precipitacion total mensual,1/05/2018 0:00,mm,408,Definitivo
44100010,CORDOBA [44100010],PRECIPITACION,Precipitacion total mensual,1/06/2018 0:00,mm,263,Definitivo
44100010,CORDOBA [44100010],PRECIPITACION,Precipitacion total mensual,1/08/2018 0:00,mm,272,Definitivo
44100010,CORDOBA [44100010],PRECIPITACION,Precipitacion total mensual,1/09/2018 0:00,mm,182,Definitivo
44100010,CORDOBA [44100010],PRECIPITACION,Precipitacion total mensual,1/10/2018 0:00,mm,528,Definitivo
44100010,CORDOBA [44100010],PRECIPITACION,Precipitacion total mensual,1/11/2018 0:00,mm,212,Definitivo
